representation,prompt_group,pooling_rule,ptype,profile,layer,effect_l2_rms_over_prompts
activation,ipip_stems,final_token,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,0,0.18052048981189728
activation,ipip_stems,final_token,28,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,25,20.375333786010742
activation,ipip_stems,final_token,28,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,26,22.27613639831543
activation,ipip_stems,final_token,28,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,27,24.391082763671875
activation,ipip_stems,final_token,28,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,28,26.799745559692383
activation,ipip_stems,final_token,28,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,29,30.742267608642578
activation,ipip_stems,final_token,28,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,30,37.3548469543457
activation,ipip_stems,final_token,28,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism low,31,61.91541290283203
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,0,0.18590638041496277
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,1,0.3833846151828766
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,2,0.7535349130630493
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,3,1.19693922996521
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,4,1.763055682182312
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,5,2.294464588165283
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,6,2.8978655338287354
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,7,3.4332406520843506
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,8,4.062895774841309
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,9,4.522735595703125
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,10,4.925992488861084
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,11,5.125132083892822
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,12,5.778573036193848
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,13,6.256163597106934
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,14,6.597901344299316
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,15,7.078962326049805
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,16,8.284163475036621
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,17,9.443193435668945
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,18,10.486433982849121
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,19,11.27847957611084
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,20,12.311101913452148
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,21,13.929363250732422
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,22,15.3525390625
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,23,16.822826385498047
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,24,18.25889778137207
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,25,19.772857666015625
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,26,21.654338836669922
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,27,24.015783309936523
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,28,26.397361755371094
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,29,30.240461349487305
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,30,37.229488372802734
activation,ipip_stems,final_token,29,Openness high; Conscientiousness high; Extraversion high; Agreeableness low; Neuroticism high,31,61.97138595581055
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,0,0.21420186758041382
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,1,0.46925270557403564
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,2,0.829092264175415
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,3,1.45977783203125
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,4,2.045724630355835
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,5,2.5417776107788086
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,6,3.094200849533081
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,7,3.5662765502929688
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,8,4.192478179931641
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,9,4.682271480560303
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,10,4.99256706237793
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,11,5.264959335327148
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,12,5.898795127868652
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,13,6.332488059997559
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,14,6.770841121673584
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,15,7.356533527374268
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,16,8.639883995056152
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,17,9.878634452819824
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,18,11.037623405456543
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,19,11.8977689743042
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,20,12.95345401763916
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,21,14.596516609191895
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,22,15.91487979888916
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,23,17.52304458618164
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,24,18.979900360107422
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,25,20.554855346679688
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,26,22.60227394104004
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,27,24.936986923217773
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,28,27.393686294555664
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,29,31.388431549072266
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,30,38.02290725708008
activation,ipip_stems,final_token,30,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism low,31,60.82496643066406
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,0,0.1702798306941986
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,1,0.3534325063228607
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,2,0.7074280977249146
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,3,1.3745075464248657
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,4,1.9978164434432983
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,5,2.4986014366149902
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,6,3.0648303031921387
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,7,3.7265026569366455
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,8,4.28896427154541
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,9,4.727066516876221
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,10,5.060070037841797
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,11,5.344474792480469
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,12,6.042634010314941
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,13,6.522402763366699
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,14,7.019773960113525
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,15,7.782383918762207
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,16,8.90634536743164
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,17,10.153948783874512
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,18,11.383378982543945
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,19,12.26429271697998
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,20,13.347209930419922
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,21,15.050211906433105
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,22,16.583160400390625
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,23,18.311481475830078
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,24,19.823410034179688
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,25,21.51712989807129
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,26,23.398815155029297
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,27,25.57062530517578
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,28,28.102663040161133
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,29,32.03358459472656
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,30,38.38805389404297
activation,ipip_stems,final_token,31,Openness high; Conscientiousness high; Extraversion high; Agreeableness high; Neuroticism high,31,60.82841491699219
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,0,0.1463838368654251
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,1,3.023211717605591
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,2,3.061807632446289
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,3,3.1625776290893555
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,4,3.2786874771118164
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,5,3.411324977874756
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,6,3.575096607208252
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,7,3.85630464553833
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,8,4.119415283203125
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,9,4.276519298553467
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,10,4.419906139373779
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,11,4.469450950622559
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,12,4.6658034324646
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,13,4.822238922119141
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,14,4.999456405639648
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,15,5.224478721618652
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,16,5.7452287673950195
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,17,6.193507194519043
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,18,6.725010871887207
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,19,7.116403102874756
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,20,7.528600215911865
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,21,8.463454246520996
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,22,9.128448486328125
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,23,9.989028930664062
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,24,10.742082595825195
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,25,11.664384841918945
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,26,12.537444114685059
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,27,13.43336296081543
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,28,14.501347541809082
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,29,16.629165649414062
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,30,21.181411743164062
activation,ipip_stems,mean_tokens,0,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism low,31,45.13624572753906
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,0,0.16576556861400604
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,1,2.911968946456909
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,2,2.949420928955078
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,3,3.0464611053466797
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,4,3.186225414276123
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,5,3.331282377243042
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,6,3.503117322921753
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,7,3.7948355674743652
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,8,4.034575462341309
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,9,4.18831205368042
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,10,4.33336067199707
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,11,4.39217472076416
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,12,4.610132217407227
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,13,4.726846694946289
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,14,4.8737897872924805
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,15,5.127474308013916
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,16,5.609482765197754
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,17,6.087745189666748
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,18,6.6128034591674805
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,19,6.983230113983154
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,20,7.3788604736328125
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,21,8.272415161132812
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,22,8.89265251159668
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,23,9.769204139709473
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,24,10.600732803344727
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,25,11.510722160339355
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,26,12.42809009552002
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,27,13.345361709594727
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,28,14.299857139587402
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,29,16.42506217956543
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,30,21.150659561157227
activation,ipip_stems,mean_tokens,1,Openness low; Conscientiousness low; Extraversion low; Agreeableness low; Neuroticism high,31,47.76740264892578
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,0,0.15132518112659454
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,1,1.922316312789917
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,2,1.957882046699524
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,3,2.072258949279785
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,4,2.2403268814086914
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,5,2.4051756858825684
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,6,2.647420644760132
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,7,2.939704656600952
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,8,3.2560341358184814
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,9,3.469339609146118
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,10,3.6338205337524414
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,11,3.766772747039795
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,12,4.028592586517334
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,13,4.193896770477295
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,14,4.353600978851318
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,15,4.651580333709717
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,16,5.319041728973389
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,17,5.81528902053833
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,18,6.360126495361328
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,19,6.746435642242432
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,20,7.190417289733887
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,21,8.150768280029297
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,22,8.831637382507324
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,23,9.726692199707031
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,24,10.51425552368164
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,25,11.44922161102295
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,26,12.320356369018555
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,27,13.322871208190918
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,28,14.521305084228516
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,29,16.809452056884766
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,30,20.89875602722168
activation,ipip_stems,mean_tokens,2,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism low,31,38.46171569824219
activation,ipip_stems,mean_tokens,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,0,0.11380503326654434
activation,ipip_stems,mean_tokens,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,1,2.5474746227264404
activation,ipip_stems,mean_tokens,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,2,2.5778024196624756
activation,ipip_stems,mean_tokens,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,3,2.656733512878418
activation,ipip_stems,mean_tokens,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,4,2.805284023284912
activation,ipip_stems,mean_tokens,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,5,2.9543464183807373
activation,ipip_stems,mean_tokens,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,6,3.168302059173584
activation,ipip_stems,mean_tokens,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,7,3.438433885574341
activation,ipip_stems,mean_tokens,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,8,3.7047674655914307
activation,ipip_stems,mean_tokens,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,9,3.870560884475708
activation,ipip_stems,mean_tokens,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,10,4.017433166503906
activation,ipip_stems,mean_tokens,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,11,4.171172142028809
activation,ipip_stems,mean_tokens,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,12,4.344071388244629
activation,ipip_stems,mean_tokens,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,13,4.548560619354248
activation,ipip_stems,mean_tokens,3,Openness low; Conscientiousness low; Extraversion low; Agreeableness high; Neuroticism high,14,4.6619954109191895
