mapping_id,position_order_high_to_low_weight,polarity_inverted,is_intended_mapping,behavioral_interface,behavioral_binary_correlation,behavioral_target_directed_count_of_20,behavioral_hamming_distance_of_20,activation_binary_pearson_median,activation_binary_spearman_median
positions=CEAON;polarity=high_is_1,CEAON,False,False,A_label_rotation,-0.2696784225486383,9,11,-0.1164417087902701,-0.05797710356524484
positions=CEAON;polarity=high_is_1,CEAON,False,False,B_context_calibrated_labels,0.21093212665712294,10,9,-0.1164417087902701,-0.05797710356524484
positions=CEAON;polarity=high_is_1,CEAON,False,False,C_calibrated_verbal_anchors,0.2794009779801281,13,8,-0.1164417087902701,-0.05797710356524484
positions=CEAON;polarity=inverted,CEAON,True,False,A_label_rotation,0.2696784225486383,11,9,-0.1164417087902701,-0.05797710356524484
positions=CEAON;polarity=inverted,CEAON,True,False,B_context_calibrated_labels,-0.21093212665712294,10,11,-0.1164417087902701,-0.05797710356524484
positions=CEAON;polarity=inverted,CEAON,True,False,C_calibrated_verbal_anchors,-0.2794009779801281,7,12,-0.1164417087902701,-0.05797710356524484
positions=CEANO;polarity=high_is_1,CEANO,False,False,A_label_rotation,-0.020333459659723305,9,9,-0.1164417087902701,-0.05797710356524484
positions=CEANO;polarity=high_is_1,CEANO,False,False,B_context_calibrated_labels,0.22242333048261576,8,9,-0.1164417087902701,-0.05797710356524484
positions=CEANO;polarity=high_is_1,CEANO,False,False,C_calibrated_verbal_anchors,0.36727142902514215,11,6,-0.1164417087902701,-0.05797710356524484
positions=CEANO;polarity=inverted,CEANO,True,False,A_label_rotation,0.020333459659723305,11,11,-0.1164417087902701,-0.05797710356524484
positions=CEANO;polarity=inverted,CEANO,True,False,B_context_calibrated_labels,-0.22242333048261576,12,11,-0.1164417087902701,-0.05797710356524484
positions=CEANO;polarity=inverted,CEANO,True,False,C_calibrated_verbal_anchors,-0.36727142902514215,9,14,-0.1164417087902701,-0.05797710356524484
positions=CENOA;polarity=high_is_1,CENOA,False,False,A_label_rotation,0.16495334687850888,11,9,-0.1164417087902701,-0.05797710356524484
positions=CENOA;polarity=high_is_1,CENOA,False,False,B_context_calibrated_labels,0.1592525216265197,8,11,-0.1164417087902701,-0.05797710356524484
positions=CENOA;polarity=high_is_1,CENOA,False,False,C_calibrated_verbal_anchors,0.22234162773572147,11,8,-0.1164417087902701,-0.05797710356524484
positions=CENOA;polarity=inverted,CENOA,True,False,A_label_rotation,-0.16495334687850888,9,11,-0.1164417087902701,-0.05797710356524484
positions=CENOA;polarity=inverted,CENOA,True,False,B_context_calibrated_labels,-0.1592525216265197,12,9,-0.1164417087902701,-0.05797710356524484
positions=CENOA;polarity=inverted,CENOA,True,False,C_calibrated_verbal_anchors,-0.22234162773572147,9,12,-0.1164417087902701,-0.05797710356524484
positions=CENAO;polarity=high_is_1,CENAO,False,False,A_label_rotation,-0.020333459659723305,9,9,-0.1164417087902701,-0.05797710356524484
positions=CENAO;polarity=high_is_1,CENAO,False,False,B_context_calibrated_labels,0.22242333048261576,8,9,-0.1164417087902701,-0.05797710356524484
positions=CENAO;polarity=high_is_1,CENAO,False,False,C_calibrated_verbal_anchors,0.36727142902514215,11,6,-0.1164417087902701,-0.05797710356524484
positions=CENAO;polarity=inverted,CENAO,True,False,A_label_rotation,0.020333459659723305,11,11,-0.1164417087902701,-0.05797710356524484
positions=CENAO;polarity=inverted,CENAO,True,False,B_context_calibrated_labels,-0.22242333048261576,12,11,-0.1164417087902701,-0.05797710356524484
positions=CENAO;polarity=inverted,CENAO,True,False,C_calibrated_verbal_anchors,-0.36727142902514215,9,14,-0.1164417087902701,-0.05797710356524484
positions=CAOEN;polarity=high_is_1,CAOEN,False,False,A_label_rotation,0.025294856960012276,13,9,-0.1164417087902701,-0.05797710356524484
positions=CAOEN;polarity=high_is_1,CAOEN,False,False,B_context_calibrated_labels,0.12572064274731795,8,11,-0.1164417087902701,-0.05797710356524484
positions=CAOEN;polarity=high_is_1,CAOEN,False,False,C_calibrated_verbal_anchors,-0.21733045183955105,13,12,-0.1164417087902701,-0.05797710356524484
positions=CAOEN;polarity=inverted,CAOEN,True,False,A_label_rotation,-0.025294856960012265,7,11,-0.1164417087902701,-0.05797710356524484
positions=CAOEN;polarity=inverted,CAOEN,True,False,B_context_calibrated_labels,-0.12572064274731798,12,9,-0.1164417087902701,-0.05797710356524484
positions=CAOEN;polarity=inverted,CAOEN,True,False,C_calibrated_verbal_anchors,0.21733045183955105,7,8,-0.1164417087902701,-0.05797710356524484
positions=CAONE;polarity=high_is_1,CAONE,False,False,A_label_rotation,0.0812218384340527,13,9,-0.1164417087902701,-0.05797710356524484
positions=CAONE;polarity=high_is_1,CAONE,False,False,B_context_calibrated_labels,0.24567374724100752,6,11,-0.1164417087902701,-0.05797710356524484
positions=CAONE;polarity=high_is_1,CAONE,False,False,C_calibrated_verbal_anchors,-0.028519654222842826,13,10,-0.1164417087902701,-0.05797710356524484
positions=CAONE;polarity=inverted,CAONE,True,False,A_label_rotation,-0.0812218384340527,7,11,-0.1164417087902701,-0.05797710356524484
positions=CAONE;polarity=inverted,CAONE,True,False,B_context_calibrated_labels,-0.24567374724100752,14,9,-0.1164417087902701,-0.05797710356524484
positions=CAONE;polarity=inverted,CAONE,True,False,C_calibrated_verbal_anchors,0.028519654222842823,7,10,-0.1164417087902701,-0.05797710356524484
positions=CAEON;polarity=high_is_1,CAEON,False,False,A_label_rotation,0.025294856960012276,13,9,-0.1164417087902701,-0.05797710356524484
positions=CAEON;polarity=high_is_1,CAEON,False,False,B_context_calibrated_labels,0.12572064274731795,8,11,-0.1164417087902701,-0.05797710356524484
positions=CAEON;polarity=high_is_1,CAEON,False,False,C_calibrated_verbal_anchors,-0.21733045183955105,13,12,-0.1164417087902701,-0.05797710356524484
positions=CAEON;polarity=inverted,CAEON,True,False,A_label_rotation,-0.025294856960012265,7,11,-0.1164417087902701,-0.05797710356524484
positions=CAEON;polarity=inverted,CAEON,True,False,B_context_calibrated_labels,-0.12572064274731798,12,9,-0.1164417087902701,-0.05797710356524484
positions=CAEON;polarity=inverted,CAEON,True,False,C_calibrated_verbal_anchors,0.21733045183955105,7,8,-0.1164417087902701,-0.05797710356524484
positions=CAENO;polarity=high_is_1,CAENO,False,False,A_label_rotation,0.27463981984892727,13,7,-0.1164417087902701,-0.05797710356524484
positions=CAENO;polarity=high_is_1,CAENO,False,False,B_context_calibrated_labels,0.1372118465728108,6,11,-0.1164417087902701,-0.05797710356524484
positions=CAENO;polarity=high_is_1,CAENO,False,False,C_calibrated_verbal_anchors,-0.12946000079453704,11,10,-0.1164417087902701,-0.05797710356524484
positions=CAENO;polarity=inverted,CAENO,True,False,A_label_rotation,-0.27463981984892727,7,13,-0.1164417087902701,-0.05797710356524484
positions=CAENO;polarity=inverted,CAENO,True,False,B_context_calibrated_labels,-0.13721184657281082,14,9,-0.1164417087902701,-0.05797710356524484
positions=CAENO;polarity=inverted,CAENO,True,False,C_calibrated_verbal_anchors,0.12946000079453704,9,10,-0.1164417087902701,-0.05797710356524484
positions=CANOE;polarity=high_is_1,CANOE,False,False,A_label_rotation,0.0812218384340527,13,9,-0.1164417087902701,-0.05797710356524484
positions=CANOE;polarity=high_is_1,CANOE,False,False,B_context_calibrated_labels,0.24567374724100752,6,11,-0.1164417087902701,-0.05797710356524484
positions=CANOE;polarity=high_is_1,CANOE,False,False,C_calibrated_verbal_anchors,-0.028519654222842826,13,10,-0.1164417087902701,-0.05797710356524484
positions=CANOE;polarity=inverted,CANOE,True,False,A_label_rotation,-0.0812218384340527,7,11,-0.1164417087902701,-0.05797710356524484
positions=CANOE;polarity=inverted,CANOE,True,False,B_context_calibrated_labels,-0.24567374724100752,14,9,-0.1164417087902701,-0.05797710356524484
positions=CANOE;polarity=inverted,CANOE,True,False,C_calibrated_verbal_anchors,0.028519654222842823,7,10,-0.1164417087902701,-0.05797710356524484
positions=CANEO;polarity=high_is_1,CANEO,False,False,A_label_rotation,0.27463981984892727,13,7,-0.1164417087902701,-0.05797710356524484
positions=CANEO;polarity=high_is_1,CANEO,False,False,B_context_calibrated_labels,0.1372118465728108,6,11,-0.1164417087902701,-0.05797710356524484
positions=CANEO;polarity=high_is_1,CANEO,False,False,C_calibrated_verbal_anchors,-0.12946000079453704,11,10,-0.1164417087902701,-0.05797710356524484
positions=CANEO;polarity=inverted,CANEO,True,False,A_label_rotation,-0.27463981984892727,7,13,-0.1164417087902701,-0.05797710356524484
positions=CANEO;polarity=inverted,CANEO,True,False,B_context_calibrated_labels,-0.13721184657281082,14,9,-0.1164417087902701,-0.05797710356524484
positions=CANEO;polarity=inverted,CANEO,True,False,C_calibrated_verbal_anchors,0.12946000079453704,9,10,-0.1164417087902701,-0.05797710356524484
positions=CNOEA;polarity=high_is_1,CNOEA,False,False,A_label_rotation,0.24463989209609782,11,7,-0.1164417087902701,-0.05797710356524484
positions=CNOEA;polarity=high_is_1,CNOEA,False,False,B_context_calibrated_labels,0.20126194339902945,10,9,-0.1164417087902701,-0.05797710356524484
positions=CNOEA;polarity=high_is_1,CNOEA,False,False,C_calibrated_verbal_anchors,0.22362222149946256,11,10,-0.1164417087902701,-0.05797710356524484
positions=CNOEA;polarity=inverted,CNOEA,True,False,A_label_rotation,-0.24463989209609788,9,13,-0.1164417087902701,-0.05797710356524484
positions=CNOEA;polarity=inverted,CNOEA,True,False,B_context_calibrated_labels,-0.20126194339902953,10,11,-0.1164417087902701,-0.05797710356524484
positions=CNOEA;polarity=inverted,CNOEA,True,False,C_calibrated_verbal_anchors,-0.22362222149946256,9,10,-0.1164417087902701,-0.05797710356524484
positions=CNOAE;polarity=high_is_1,CNOAE,False,False,A_label_rotation,-0.13406489585700884,9,9,-0.1164417087902701,-0.05797710356524484
positions=CNOAE;polarity=high_is_1,CNOAE,False,False,B_context_calibrated_labels,0.3728946529233222,10,7,-0.1164417087902701,-0.05797710356524484
positions=CNOAE;polarity=high_is_1,CNOAE,False,False,C_calibrated_verbal_anchors,0.4694923693605774,13,8,-0.1164417087902701,-0.05797710356524484
positions=CNOAE;polarity=inverted,CNOAE,True,False,A_label_rotation,0.13406489585700884,11,11,-0.1164417087902701,-0.05797710356524484
positions=CNOAE;polarity=inverted,CNOAE,True,False,B_context_calibrated_labels,-0.37289465292332225,10,13,-0.1164417087902701,-0.05797710356524484
positions=CNOAE;polarity=inverted,CNOAE,True,False,C_calibrated_verbal_anchors,-0.4694923693605774,7,12,-0.1164417087902701,-0.05797710356524484
positions=CNEOA;polarity=high_is_1,CNEOA,False,False,A_label_rotation,0.24463989209609782,11,7,-0.1164417087902701,-0.05797710356524484
positions=CNEOA;polarity=high_is_1,CNEOA,False,False,B_context_calibrated_labels,0.20126194339902945,10,9,-0.1164417087902701,-0.05797710356524484
positions=CNEOA;polarity=high_is_1,CNEOA,False,False,C_calibrated_verbal_anchors,0.22362222149946256,11,10,-0.1164417087902701,-0.05797710356524484
positions=CNEOA;polarity=inverted,CNEOA,True,False,A_label_rotation,-0.24463989209609788,9,13,-0.1164417087902701,-0.05797710356524484
positions=CNEOA;polarity=inverted,CNEOA,True,False,B_context_calibrated_labels,-0.20126194339902953,10,11,-0.1164417087902701,-0.05797710356524484
positions=CNEOA;polarity=inverted,CNEOA,True,False,C_calibrated_verbal_anchors,-0.22362222149946256,9,10,-0.1164417087902701,-0.05797710356524484
positions=CNEAO;polarity=high_is_1,CNEAO,False,False,A_label_rotation,0.0593530855578657,9,7,-0.1164417087902701,-0.05797710356524484
positions=CNEAO;polarity=high_is_1,CNEAO,False,False,B_context_calibrated_labels,0.2644327522551255,10,7,-0.1164417087902701,-0.05797710356524484
positions=CNEAO;polarity=high_is_1,CNEAO,False,False,C_calibrated_verbal_anchors,0.36855202278888327,11,8,-0.1164417087902701,-0.05797710356524484
positions=CNEAO;polarity=inverted,CNEAO,True,False,A_label_rotation,-0.0593530855578657,11,13,-0.1164417087902701,-0.05797710356524484
positions=CNEAO;polarity=inverted,CNEAO,True,False,B_context_calibrated_labels,-0.2644327522551256,10,13,-0.1164417087902701,-0.05797710356524484
positions=CNEAO;polarity=inverted,CNEAO,True,False,C_calibrated_verbal_anchors,-0.36855202278888327,9,12,-0.1164417087902701,-0.05797710356524484
positions=CNAOE;polarity=high_is_1,CNAOE,False,False,A_label_rotation,-0.13406489585700884,9,9,-0.1164417087902701,-0.05797710356524484
positions=CNAOE;polarity=high_is_1,CNAOE,False,False,B_context_calibrated_labels,0.3728946529233222,10,7,-0.1164417087902701,-0.05797710356524484
positions=CNAOE;polarity=high_is_1,CNAOE,False,False,C_calibrated_verbal_anchors,0.4694923693605774,13,8,-0.1164417087902701,-0.05797710356524484
positions=CNAOE;polarity=inverted,CNAOE,True,False,A_label_rotation,0.13406489585700884,11,11,-0.1164417087902701,-0.05797710356524484
positions=CNAOE;polarity=inverted,CNAOE,True,False,B_context_calibrated_labels,-0.37289465292332225,10,13,-0.1164417087902701,-0.05797710356524484
positions=CNAOE;polarity=inverted,CNAOE,True,False,C_calibrated_verbal_anchors,-0.4694923693605774,7,12,-0.1164417087902701,-0.05797710356524484
positions=CNAEO;polarity=high_is_1,CNAEO,False,False,A_label_rotation,0.0593530855578657,9,7,-0.1164417087902701,-0.05797710356524484
positions=CNAEO;polarity=high_is_1,CNAEO,False,False,B_context_calibrated_labels,0.2644327522551255,10,7,-0.1164417087902701,-0.05797710356524484
positions=CNAEO;polarity=high_is_1,CNAEO,False,False,C_calibrated_verbal_anchors,0.36855202278888327,11,8,-0.1164417087902701,-0.05797710356524484
positions=CNAEO;polarity=inverted,CNAEO,True,False,A_label_rotation,-0.0593530855578657,11,13,-0.1164417087902701,-0.05797710356524484
positions=CNAEO;polarity=inverted,CNAEO,True,False,B_context_calibrated_labels,-0.2644327522551256,10,13,-0.1164417087902701,-0.05797710356524484
positions=CNAEO;polarity=inverted,CNAEO,True,False,C_calibrated_verbal_anchors,-0.36855202278888327,9,12,-0.1164417087902701,-0.05797710356524484
positions=EOCAN;polarity=high_is_1,EOCAN,False,False,A_label_rotation,-0.12315692588175167,11,9,-0.1164417087902701,-0.05797710356524484
positions=EOCAN;polarity=high_is_1,EOCAN,False,False,B_context_calibrated_labels,0.14891758579507156,10,9,-0.1164417087902701,-0.05797710356524484
positions=EOCAN;polarity=high_is_1,EOCAN,False,False,C_calibrated_verbal_anchors,-0.020515469241400144,11,10,-0.1164417087902701,-0.05797710356524484
positions=EOCAN;polarity=inverted,EOCAN,True,False,A_label_rotation,0.1231569258817517,9,11,-0.1164417087902701,-0.05797710356524484
positions=EOCAN;polarity=inverted,EOCAN,True,False,B_context_calibrated_labels,-0.14891758579507156,10,11,-0.1164417087902701,-0.05797710356524484
positions=EOCAN;polarity=inverted,EOCAN,True,False,C_calibrated_verbal_anchors,0.020515469241400155,9,10,-0.1164417087902701,-0.05797710356524484
positions=EOCNA;polarity=high_is_1,EOCNA,False,False,A_label_rotation,0.31147484354539545,13,7,-0.1164417087902701,-0.05797710356524484
positions=EOCNA;polarity=high_is_1,EOCNA,False,False,B_context_calibrated_labels,0.09723798076446837,8,11,-0.1164417087902701,-0.05797710356524484
positions=EOCNA;polarity=high_is_1,EOCNA,False,False,C_calibrated_verbal_anchors,-0.0775748194858068,9,10,-0.1164417087902701,-0.05797710356524484
positions=EOCNA;polarity=inverted,EOCNA,True,False,A_label_rotation,-0.31147484354539545,7,13,-0.1164417087902701,-0.05797710356524484
positions=EOCNA;polarity=inverted,EOCNA,True,False,B_context_calibrated_labels,-0.09723798076446837,12,9,-0.1164417087902701,-0.05797710356524484
positions=EOCNA;polarity=inverted,EOCNA,True,False,C_calibrated_verbal_anchors,0.07757481948580679,11,10,-0.1164417087902701,-0.05797710356524484
positions=EOACN;polarity=high_is_1,EOACN,False,False,A_label_rotation,-0.12315692588175167,11,9,-0.1164417087902701,-0.05797710356524484
positions=EOACN;polarity=high_is_1,EOACN,False,False,B_context_calibrated_labels,0.14891758579507156,10,9,-0.1164417087902701,-0.05797710356524484
positions=EOACN;polarity=high_is_1,EOACN,False,False,C_calibrated_verbal_anchors,-0.020515469241400144,11,10,-0.1164417087902701,-0.05797710356524484
positions=EOACN;polarity=inverted,EOACN,True,False,A_label_rotation,0.1231569258817517,9,11,-0.1164417087902701,-0.05797710356524484
positions=EOACN;polarity=inverted,EOACN,True,False,B_context_calibrated_labels,-0.14891758579507156,10,11,-0.1164417087902701,-0.05797710356524484
positions=EOACN;polarity=inverted,EOACN,True,False,C_calibrated_verbal_anchors,0.020515469241400155,9,10,-0.1164417087902701,-0.05797710356524484
positions=EOANC;polarity=high_is_1,EOANC,False,False,A_label_rotation,0.1280956464455865,11,7,-0.1164417087902701,-0.05797710356524484
positions=EOANC;polarity=high_is_1,EOANC,False,False,B_context_calibrated_labels,0.14536431168505018,8,9,-0.1164417087902701,-0.05797710356524484
positions=EOANC;polarity=high_is_1,EOANC,False,False,C_calibrated_verbal_anchors,0.02818707845597961,9,8,-0.1164417087902701,-0.05797710356524484
positions=EOANC;polarity=inverted,EOANC,True,False,A_label_rotation,-0.1280956464455865,9,13,-0.1164417087902701,-0.05797710356524484
positions=EOANC;polarity=inverted,EOANC,True,False,B_context_calibrated_labels,-0.1453643116850502,12,11,-0.1164417087902701,-0.05797710356524484
positions=EOANC;polarity=inverted,EOANC,True,False,C_calibrated_verbal_anchors,-0.028187078455979595,11,12,-0.1164417087902701,-0.05797710356524484
positions=EONCA;polarity=high_is_1,EONCA,False,False,A_label_rotation,0.31147484354539545,13,7,-0.1164417087902701,-0.05797710356524484
positions=EONCA;polarity=high_is_1,EONCA,False,False,B_context_calibrated_labels,0.09723798076446837,8,11,-0.1164417087902701,-0.05797710356524484
positions=EONCA;polarity=high_is_1,EONCA,False,False,C_calibrated_verbal_anchors,-0.0775748194858068,9,10,-0.1164417087902701,-0.05797710356524484
positions=EONCA;polarity=inverted,EONCA,True,False,A_label_rotation,-0.31147484354539545,7,13,-0.1164417087902701,-0.05797710356524484
positions=EONCA;polarity=inverted,EONCA,True,False,B_context_calibrated_labels,-0.09723798076446837,12,9,-0.1164417087902701,-0.05797710356524484
positions=EONCA;polarity=inverted,EONCA,True,False,C_calibrated_verbal_anchors,0.07757481948580679,11,10,-0.1164417087902701,-0.05797710356524484
positions=EONAC;polarity=high_is_1,EONAC,False,False,A_label_rotation,0.1280956464455865,11,7,-0.1164417087902701,-0.05797710356524484
positions=EONAC;polarity=high_is_1,EONAC,False,False,B_context_calibrated_labels,0.14536431168505018,8,9,-0.1164417087902701,-0.05797710356524484
positions=EONAC;polarity=high_is_1,EONAC,False,False,C_calibrated_verbal_anchors,0.02818707845597961,9,8,-0.1164417087902701,-0.05797710356524484
positions=EONAC;polarity=inverted,EONAC,True,False,A_label_rotation,-0.1280956464455865,9,13,-0.1164417087902701,-0.05797710356524484
positions=EONAC;polarity=inverted,EONAC,True,False,B_context_calibrated_labels,-0.1453643116850502,12,11,-0.1164417087902701,-0.05797710356524484
positions=EONAC;polarity=inverted,EONAC,True,False,C_calibrated_verbal_anchors,-0.028187078455979595,11,12,-0.1164417087902701,-0.05797710356524484
positions=ECOAN;polarity=high_is_1,ECOAN,False,False,A_label_rotation,-0.1230897208864285,11,9,-0.1164417087902701,-0.05797710356524484
positions=ECOAN;polarity=high_is_1,ECOAN,False,False,B_context_calibrated_labels,0.1452207886105979,8,9,-0.1164417087902701,-0.05797710356524484
positions=ECOAN;polarity=high_is_1,ECOAN,False,False,C_calibrated_verbal_anchors,-0.024006026851890322,13,10,-0.1164417087902701,-0.05797710356524484
positions=ECOAN;polarity=inverted,ECOAN,True,False,A_label_rotation,0.1230897208864285,9,11,-0.1164417087902701,-0.05797710356524484
positions=ECOAN;polarity=inverted,ECOAN,True,False,B_context_calibrated_labels,-0.14522078861059792,12,11,-0.1164417087902701,-0.05797710356524484
positions=ECOAN;polarity=inverted,ECOAN,True,False,C_calibrated_verbal_anchors,0.024006026851890322,7,10,-0.1164417087902701,-0.05797710356524484
positions=ECONA;polarity=high_is_1,ECONA,False,False,A_label_rotation,0.31154204854071865,13,7,-0.1164417087902701,-0.05797710356524484
positions=ECONA;polarity=high_is_1,ECONA,False,False,B_context_calibrated_labels,0.0935411835799947,6,11,-0.1164417087902701,-0.05797710356524484
positions=ECONA;polarity=high_is_1,ECONA,False,False,C_calibrated_verbal_anchors,-0.08106537709629696,11,10,-0.1164417087902701,-0.05797710356524484
positions=ECONA;polarity=inverted,ECONA,True,False,A_label_rotation,-0.3115420485407187,7,13,-0.1164417087902701,-0.05797710356524484
positions=ECONA;polarity=inverted,ECONA,True,False,B_context_calibrated_labels,-0.09354118357999476,14,9,-0.1164417087902701,-0.05797710356524484
positions=ECONA;polarity=inverted,ECONA,True,False,C_calibrated_verbal_anchors,0.08106537709629698,9,10,-0.1164417087902701,-0.05797710356524484
positions=ECAON;polarity=high_is_1,ECAON,False,False,A_label_rotation,-0.1230897208864285,11,9,-0.1164417087902701,-0.05797710356524484
positions=ECAON;polarity=high_is_1,ECAON,False,False,B_context_calibrated_labels,0.1452207886105979,8,9,-0.1164417087902701,-0.05797710356524484
positions=ECAON;polarity=high_is_1,ECAON,False,False,C_calibrated_verbal_anchors,-0.024006026851890322,13,10,-0.1164417087902701,-0.05797710356524484
positions=ECAON;polarity=inverted,ECAON,True,False,A_label_rotation,0.1230897208864285,9,11,-0.1164417087902701,-0.05797710356524484
positions=ECAON;polarity=inverted,ECAON,True,False,B_context_calibrated_labels,-0.14522078861059792,12,11,-0.1164417087902701,-0.05797710356524484
positions=ECAON;polarity=inverted,ECAON,True,False,C_calibrated_verbal_anchors,0.024006026851890322,7,10,-0.1164417087902701,-0.05797710356524484
positions=ECANO;polarity=high_is_1,ECANO,False,False,A_label_rotation,0.12625524200248645,11,7,-0.1164417087902701,-0.05797710356524484
positions=ECANO;polarity=high_is_1,ECANO,False,False,B_context_calibrated_labels,0.1567119924360907,6,9,-0.1164417087902701,-0.05797710356524484
positions=ECANO;polarity=high_is_1,ECANO,False,False,C_calibrated_verbal_anchors,0.0638644241931237,11,8,-0.1164417087902701,-0.05797710356524484
positions=ECANO;polarity=inverted,ECANO,True,False,A_label_rotation,-0.12625524200248645,9,13,-0.1164417087902701,-0.05797710356524484
positions=ECANO;polarity=inverted,ECANO,True,False,B_context_calibrated_labels,-0.1567119924360908,14,11,-0.1164417087902701,-0.05797710356524484
positions=ECANO;polarity=inverted,ECANO,True,False,C_calibrated_verbal_anchors,-0.0638644241931237,9,12,-0.1164417087902701,-0.05797710356524484
positions=ECNOA;polarity=high_is_1,ECNOA,False,False,A_label_rotation,0.31154204854071865,13,7,-0.1164417087902701,-0.05797710356524484
positions=ECNOA;polarity=high_is_1,ECNOA,False,False,B_context_calibrated_labels,0.0935411835799947,6,11,-0.1164417087902701,-0.05797710356524484
positions=ECNOA;polarity=high_is_1,ECNOA,False,False,C_calibrated_verbal_anchors,-0.08106537709629696,11,10,-0.1164417087902701,-0.05797710356524484
positions=ECNOA;polarity=inverted,ECNOA,True,False,A_label_rotation,-0.3115420485407187,7,13,-0.1164417087902701,-0.05797710356524484
positions=ECNOA;polarity=inverted,ECNOA,True,False,B_context_calibrated_labels,-0.09354118357999476,14,9,-0.1164417087902701,-0.05797710356524484
positions=ECNOA;polarity=inverted,ECNOA,True,False,C_calibrated_verbal_anchors,0.08106537709629698,9,10,-0.1164417087902701,-0.05797710356524484
positions=ECNAO;polarity=high_is_1,ECNAO,False,False,A_label_rotation,0.12625524200248645,11,7,-0.1164417087902701,-0.05797710356524484
positions=ECNAO;polarity=high_is_1,ECNAO,False,False,B_context_calibrated_labels,0.1567119924360907,6,9,-0.1164417087902701,-0.05797710356524484
positions=ECNAO;polarity=high_is_1,ECNAO,False,False,C_calibrated_verbal_anchors,0.0638644241931237,11,8,-0.1164417087902701,-0.05797710356524484
positions=ECNAO;polarity=inverted,ECNAO,True,False,A_label_rotation,-0.12625524200248645,9,13,-0.1164417087902701,-0.05797710356524484
positions=ECNAO;polarity=inverted,ECNAO,True,False,B_context_calibrated_labels,-0.1567119924360908,14,11,-0.1164417087902701,-0.05797710356524484
positions=ECNAO;polarity=inverted,ECNAO,True,False,C_calibrated_verbal_anchors,-0.0638644241931237,9,12,-0.1164417087902701,-0.05797710356524484
positions=EAOCN;polarity=high_is_1,EAOCN,False,False,A_label_rotation,0.025294856960012276,13,9,-0.1164417087902701,-0.05797710356524484
positions=EAOCN;polarity=high_is_1,EAOCN,False,False,B_context_calibrated_labels,0.12572064274731795,8,11,-0.1164417087902701,-0.05797710356524484
positions=EAOCN;polarity=high_is_1,EAOCN,False,False,C_calibrated_verbal_anchors,-0.21733045183955105,13,12,-0.1164417087902701,-0.05797710356524484
positions=EAOCN;polarity=inverted,EAOCN,True,False,A_label_rotation,-0.025294856960012265,7,11,-0.1164417087902701,-0.05797710356524484
positions=EAOCN;polarity=inverted,EAOCN,True,False,B_context_calibrated_labels,-0.12572064274731798,12,9,-0.1164417087902701,-0.05797710356524484
positions=EAOCN;polarity=inverted,EAOCN,True,False,C_calibrated_verbal_anchors,0.21733045183955105,7,8,-0.1164417087902701,-0.05797710356524484
positions=EAONC;polarity=high_is_1,EAONC,False,False,A_label_rotation,0.2765474292873504,13,7,-0.1164417087902701,-0.05797710356524484
positions=EAONC;polarity=high_is_1,EAONC,False,False,B_context_calibrated_labels,0.12216736863729658,6,11,-0.1164417087902701,-0.05797710356524484
positions=EAONC;polarity=high_is_1,EAONC,False,False,C_calibrated_verbal_anchors,-0.1686279041421713,11,10,-0.1164417087902701,-0.05797710356524484
positions=EAONC;polarity=inverted,EAONC,True,False,A_label_rotation,-0.2765474292873504,7,13,-0.1164417087902701,-0.05797710356524484
positions=EAONC;polarity=inverted,EAONC,True,False,B_context_calibrated_labels,-0.12216736863729659,14,9,-0.1164417087902701,-0.05797710356524484
positions=EAONC;polarity=inverted,EAONC,True,False,C_calibrated_verbal_anchors,0.1686279041421713,9,10,-0.1164417087902701,-0.05797710356524484
positions=EACON;polarity=high_is_1,EACON,False,False,A_label_rotation,0.025294856960012276,13,9,-0.1164417087902701,-0.05797710356524484
positions=EACON;polarity=high_is_1,EACON,False,False,B_context_calibrated_labels,0.12572064274731795,8,11,-0.1164417087902701,-0.05797710356524484
positions=EACON;polarity=high_is_1,EACON,False,False,C_calibrated_verbal_anchors,-0.21733045183955105,13,12,-0.1164417087902701,-0.05797710356524484
positions=EACON;polarity=inverted,EACON,True,False,A_label_rotation,-0.025294856960012265,7,11,-0.1164417087902701,-0.05797710356524484
positions=EACON;polarity=inverted,EACON,True,False,B_context_calibrated_labels,-0.12572064274731798,12,9,-0.1164417087902701,-0.05797710356524484
positions=EACON;polarity=inverted,EACON,True,False,C_calibrated_verbal_anchors,0.21733045183955105,7,8,-0.1164417087902701,-0.05797710356524484
positions=EACNO;polarity=high_is_1,EACNO,False,False,A_label_rotation,0.27463981984892727,13,7,-0.1164417087902701,-0.05797710356524484
positions=EACNO;polarity=high_is_1,EACNO,False,False,B_context_calibrated_labels,0.1372118465728108,6,11,-0.1164417087902701,-0.05797710356524484
positions=EACNO;polarity=high_is_1,EACNO,False,False,C_calibrated_verbal_anchors,-0.12946000079453704,11,10,-0.1164417087902701,-0.05797710356524484
positions=EACNO;polarity=inverted,EACNO,True,False,A_label_rotation,-0.27463981984892727,7,13,-0.1164417087902701,-0.05797710356524484
positions=EACNO;polarity=inverted,EACNO,True,False,B_context_calibrated_labels,-0.13721184657281082,14,9,-0.1164417087902701,-0.05797710356524484
positions=EACNO;polarity=inverted,EACNO,True,False,C_calibrated_verbal_anchors,0.12946000079453704,9,10,-0.1164417087902701,-0.05797710356524484
positions=EANOC;polarity=high_is_1,EANOC,False,False,A_label_rotation,0.2765474292873504,13,7,-0.1164417087902701,-0.05797710356524484
